student_id,full_name,gender,age,governorate,admission_cohort,track,attendance_rate,sessions_attended,total_sessions,exams_score,certificates_count,certificate_providers,freelancing_income_usd_total,freelancing_income_usd_monthly_est,projects_delivered,employment_status,internship_company,mentor_name,email,phone,github_url,linkedin_url,warnings_count,dropout_flag,graduated_flag,graduation_date
7649,Alaa Kamal,M,28,Minya,2022-07-01,Data Science,0.831,50,60,86.5,0,,0.0,0.0,5,Intern,DXC,Dr. Heba,alaa.kamal7648@iti.eg,+2001563588426,https://github.com/alaakamal7648,https://www.linkedin.com/in/alaa-kamal-7648/,1,0,1,2022-11-18
7650,Walid Sami,M,23,Red Sea,2024-07-01,Cloud Engineering,0.568,48,84,91.5,1,Google,54.47,6.81,1,Freelancer,,Eng. Mona,walid.sami7649@iti.eg,+2001574084965,https://github.com/walidsami7649,https://www.linkedin.com/in/walid-sami-7649/,4,0,0,
7651,Alaa Hegazy,M,22,Luxor,2022-02-01,Data Science,0.557,40,72,88.4,1,Udemy,0.0,0.0,7,Further Study,,Dr. Heba,alaa.hegazy7650@iti.eg,+2001584901005,https://github.com/alaahegazy7650,https://www.linkedin.com/in/alaa-hegazy-7650/,0,0,0,
7652,Khaled Shaker,M,18,Beni Suef,2022-07-01,Data Engineering,0.787,66,84,97.2,3,"Coursera,Udemy",55.32,18.44,6,Full-time,Valu,Dr. Hossam,khaled.shaker7651@iti.eg,,https://github.com/khaledshaker7651,https://www.linkedin.com/in/khaled-shaker-7651/,1,0,1,2023-01-13
7653,Omar Attia,M,24,Cairo,2025-05-01,Data Analysis,0.55,53,96,69.2,2,"IBM,Microsoft",0.0,0.0,8,Full-time,Vodafone,Eng. Ahmed,omar.attia7652@iti.eg,+2001585041492,https://github.com/omarattia7652,https://www.linkedin.com/in/omar-attia-7652/,1,0,0,
7654,Karim Gamal,M,26,Qalyubia,2024-01-01,Power BI Development,0.598,50,84,60.4,1,Udacity,6.91,0.69,3,Freelancer,,Dr. Heba,karim.gamal7653@iti.eg,+2001272098102,https://github.com/karimgamal7653,https://www.linkedin.com/in/karim-gamal-7653/,4,0,0,
7655,Heba Lotfy,F,24,Minya,2025-06-01,Web Application Development,0.889,64,72,100.0,1,Udacity,11.97,1.0,2,Freelancer,,Dr. Heba,heba.lotfy7654@iti.eg,+2001141111968,https://github.com/hebalotfy7654,https://www.linkedin.com/in/heba-lotfy-7654/,1,0,1,2025-11-16
7656,Mostafa Nasser,M,26,Beheira,2023-02-01,Data Engineering,0.782,75,96,100.0,2,"IBM,Udacity",0.0,0.0,0,Part-time,DXC,Dr. Heba,mostafa.nasser7655@iti.eg,+2001066799831,https://github.com/mostafanasser7655,https://www.linkedin.com/in/mostafa-nasser-7655/,1,0,1,2023-09-13
7657,Reem Ibrahim,F,22,Luxor,2022-05-01,Web Application Development,0.892,86,96,81.4,2,Udacity,14.12,4.71,7,Freelancer,,Eng. Mona,reem.ibrahim7656@iti.eg,+2001234644732,,https://www.linkedin.com/in/reem-ibrahim-7656/,0,0,1,2022-12-11
7658,Yasmin Elsayed,F,18,Beni Suef,2024-12-01,Web Application Development,0.807,68,84,82.9,3,"Coursera,Udacity",45.21,9.04,4,Full-time,Orange,Dr. Hossam,,+2001537757399,https://github.com/yasminelsayed7657,https://www.linkedin.com/in/yasmin-elsayed-7657/,0,0,1,2025-06-15
7659,Menna Lotfy,F,24,Sharqia,2023-08-01,Data Analysis,0.865,73,84,98.9,3,"AWS,DataCamp",8.64,1.08,2,Intern,Vodafone,Dr. Karim,menna.lotfy7658@iti.eg,+2001156000172,https://github.com/mennalotfy7658,https://www.linkedin.com/in/menna-lotfy-7658/,2,0,1,2024-02-13
7660,Abdelrahman Elsayed,M,18,Qena,2022-10-01,Web Application Development,0.717,52,72,87.3,1,Microsoft,0.0,0.0,9,Part-time,Instabug,Dr. Hossam,abdelrahman.elsayed7659@iti.eg,+2001118083248,https://github.com/abdelrahmanelsayed7659,https://www.linkedin.com/in/abdelrahman-elsayed-7659/,2,0,1,2023-03-18
7661,Hassan Saleh,M,18,Dakahlia,2023-07-01,Software Testing,0.834,80,96,100.0,0,,0.0,0.0,6,Intern,,Eng. Mona,hassan.saleh7660@iti.eg,+2001101636786,,https://www.linkedin.com/in/hassan-saleh-7660/,2,0,1,2024-02-10
7662,Alaa Gamal,M,26,Kafr El Sheikh,2025-09-01,Data Science,0.667,64,96,100.0,3,"AWS,Google,IBM",0.0,0.0,3,Part-time,Instabug,Eng. Rania,alaa.gamal7661@iti.eg,+2001161256974,https://github.com/alaagamal7661,https://www.linkedin.com/in/alaa-gamal-7661/,2,0,1,2026-04-13
7663,Rania Lotfy,F,21,Port Said,2025-09-01,Web Application Development,0.591,50,84,88.3,0,,0.0,0.0,5,Further Study,,Dr. Heba,rania.lotfy7662@iti.eg,+2001570156407,https://github.com/ranialotfy7662,https://www.linkedin.com/in/rania-lotfy-7662/,1,0,0,
7664,Mohamed Attia,M,21,Minya,2024-02-01,Cloud Engineering,0.671,40,60,81.5,1,Udacity,13.42,1.12,6,Intern,,Eng. Mona,mohamed.attia7663@iti.eg,+2001180820180,https://github.com/mohamedattia7663,https://www.linkedin.com/in/mohamed-attia-7663/,1,0,1,2024-06-20
7665,Hussein Elmasry,M,21,Monufia,2022-10-01,Data Engineering,0.682,57,84,75.3,3,"Microsoft,Udacity",16.09,2.01,6,Further Study,,Eng. Rania,hussein.elmasry7664@iti.eg,+2001504667507,https://github.com/husseinelmasry7664,https://www.linkedin.com/in/hussein-elmasry-7664/,4,0,1,2023-04-15
7666,Osama Shaker,M,29,Monufia,2022-08-01,AI Engineering,0.615,37,60,86.6,1,Udacity,0.0,0.0,2,Full-time,ITWorx,Dr. Heba,osama.shaker7665@iti.eg,+2001219598887,https://github.com/osamashaker7665,https://www.linkedin.com/in/osama-shaker-7665/,1,0,0,
7667,Menna Elmasry,F,20,Kafr El Sheikh,2023-10-01,Data Science,0.563,47,84,72.6,3,"Google,Udemy",14.7,1.22,6,Further Study,,Dr. Hossam,menna.elmasry7666@iti.eg,+2001290845477,https://github.com/mennaelmasry7666,https://www.linkedin.com/in/menna-elmasry-7666/,1,0,0,
7668,Fatma Shaker,F,21,Monufia,2025-09-01,Data Engineering,0.508,49,96,82.2,2,"Coursera,IBM",0.0,0.0,4,Part-time,ITWorx,Dr. Karim,fatma.shaker7667@iti.eg,+2001018676128,https://github.com/fatmashaker7667,https://www.linkedin.com/in/fatma-shaker-7667/,0,0,0,
7669,Shaimaa Ali,F,25,Sohag,2023-07-01,AI Engineering,0.672,40,60,89.9,4,"Microsoft,Udacity,Udemy",0.0,0.0,1,Full-time,Raya,Dr. Amr,shaimaa.ali7668@iti.eg,+2001037011504,https://github.com/shaimaaali7668,https://www.linkedin.com/in/shaimaa-ali-7668/,4,0,1,2023-11-18
7670,Walid Fathy,M,19,Gharbia,2022-04-01,Power BI Development,0.741,62,84,83.5,0,,0.0,0.0,2,Intern,Careem,Eng. Rania,walid.fathy7669@iti.eg,+2001015551527,https://github.com/walidfathy7669,https://www.linkedin.com/in/walid-fathy-7669/,3,0,1,2022-10-14
7671,Abdelrahman Nasser,M,19,Minya,2025-04-01,Data Science,0.613,37,60,84.7,1,Microsoft,29.06,3.63,9,Unemployed,,Dr. Heba,abdelrahman.nasser7670@iti.eg,,https://github.com/abdelrahmannasser7670,https://www.linkedin.com/in/abdelrahman-nasser-7670/,1,0,0,
7672,Mostafa Fouad,M,29,Suez,2024-01-01,AI Engineering,0.753,54,72,85.4,1,Google,0.0,0.0,3,Part-time,Etisalat Misr,Dr. Heba,mostafa.fouad7671@iti.eg,+2001069537905,https://github.com/mostafafouad7671,,1,0,1,2024-06-17
7673,Shaimaa Ibrahim,F,27,Qena,2023-11-01,Cloud Engineering,0.852,51,60,90.6,5,"AWS,DataCamp,Google,IBM",0.0,0.0,9,Part-time,,Eng. Ahmed,shaimaa.ibrahim7672@iti.eg,+2001043200303,https://github.com/shaimaaibrahim7672,https://www.linkedin.com/in/shaimaa-ibrahim-7672/,1,0,1,2024-03-20
7674,Tarek Shaker,M,23,Gharbia,2024-09-01,Cybersecurity,0.439,32,72,59.3,1,Udacity,0.0,0.0,3,Intern,Orange,Eng. Mona,tarek.shaker7673@iti.eg,+2001147871021,https://github.com/tarekshaker7673,https://www.linkedin.com/in/tarek-shaker-7673/,5,0,0,
7675,Mariam Fathy,F,27,Beheira,2025-09-01,AI Engineering,0.673,57,84,83.2,3,"Microsoft,Udemy",6.63,6.63,7,Freelancer,,Dr. Amr,mariam.fathy7674@iti.eg,+2001084656857,https://github.com/mariamfathy7674,https://www.linkedin.com/in/mariam-fathy-7674/,1,0,1,2026-03-16
7676,Tarek Attia,M,26,Qalyubia,2023-02-01,Cybersecurity,0.528,44,84,90.5,2,"DataCamp,Microsoft",17.24,1.44,2,Intern,Vodafone,Dr. Amr,tarek.attia7675@iti.eg,+2001086410645,https://github.com/tarekattia7675,https://www.linkedin.com/in/tarek-attia-7675/,0,0,0,
7677,Omar Gamal,M,23,Giza,2022-10-01,Software Testing,0.651,62,96,94.6,0,,16.94,16.94,10,Unemployed,,Dr. Hossam,omar.gamal7676@iti.eg,+2001108756775,https://github.com/omargamal7676,https://www.linkedin.com/in/omar-gamal-7676/,1,0,1,2023-05-13
7678,Shaimaa Saleh,F,27,Assiut,2024-02-01,Data Engineering,0.4,38,96,67.5,2,"Coursera,Google",0.0,0.0,2,Intern,Fawry,Eng. Rania,shaimaa.saleh7677@iti.eg,+2001291102586,https://github.com/shaimaasaleh7677,https://www.linkedin.com/in/shaimaa-saleh-7677/,0,0,0,
7679,Mostafa Hegazy,M,25,Monufia,2023-10-01,Power BI Development,0.798,57,72,87.8,1,AWS,0.0,0.0,4,Full-time,Vodafone,Dr. Amr,mostafa.hegazy7678@iti.eg,+2001511168060,https://github.com/mostafahegazy7678,https://www.linkedin.com/in/mostafa-hegazy-7678/,2,0,1,2024-03-17
7680,Mahmoud Fouad,M,19,Minya,2024-06-01,Data Analysis,0.685,41,60,90.4,0,,9.22,1.15,4,Unemployed,,Eng. Mona,mahmoud.fouad7679@iti.eg,+2001222132212,,https://www.linkedin.com/in/mahmoud-fouad-7679/,1,0,1,2024-10-19
7681,Walid Nasser,M,22,Gharbia,2023-10-01,Power BI Development,0.599,58,96,73.4,2,"AWS,IBM",0.0,0.0,5,Further Study,,Eng. Ahmed,walid.nasser7680@iti.eg,+2001593135509,https://github.com/walidnasser7680,https://www.linkedin.com/in/walid-nasser-7680/,1,0,0,
7682,Mostafa Ali,M,22,Monufia,2023-05-01,Data Science,0.4,24,60,78.0,0,,0.0,0.0,5,Intern,Fawry,Dr. Karim,mostafa.ali7681@iti.eg,+2001277906781,https://github.com/mostafaali7681,https://www.linkedin.com/in/mostafa-ali-7681/,3,0,0,
7683,Hussein Sami,M,22,Cairo,2023-04-01,Cloud Engineering,0.528,51,96,67.0,3,"Coursera,DataCamp",0.0,0.0,4,Full-time,Orange,Eng. Rania,hussein.sami7682@iti.eg,+2001083071685,https://github.com/husseinsami7682,https://www.linkedin.com/in/hussein-sami-7682/,1,0,0,
7684,Lobna Ibrahim,F,26,Gharbia,2023-10-01,Data Engineering,0.422,25,60,64.8,1,Udacity,11.4,3.8,3,Full-time,Careem,Dr. Amr,lobna.ibrahim7683@iti.eg,+2001076024876,https://github.com/lobnaibrahim7683,https://www.linkedin.com/in/lobna-ibrahim-7683/,2,0,0,
7685,Ibrahim Yousef,M,21,Beni Suef,2024-08-01,Data Science,0.781,56,72,100.0,0,,46.54,15.51,5,Freelancer,,Dr. Heba,ibrahim.yousef7684@iti.eg,,https://github.com/ibrahimyousef7684,https://www.linkedin.com/in/ibrahim-yousef-7684/,5,0,1,2025-01-16
7686,Menna Hassan,F,26,Beni Suef,2022-06-01,Data Science,0.829,80,96,99.6,2,"Coursera,IBM",30.29,15.14,6,Intern,Careem,Dr. Karim,menna.hassan7685@iti.eg,+2001247533981,https://github.com/mennahassan7685,https://www.linkedin.com/in/menna-hassan-7685/,3,0,1,2023-01-11
7687,Osama Mostafa,M,24,Fayoum,2023-11-01,Data Engineering,0.735,53,72,82.0,0,,0.0,0.0,5,Part-time,Instabug,Dr. Heba,osama.mostafa7686@iti.eg,+2001184428866,https://github.com/osamamostafa7686,https://www.linkedin.com/in/osama-mostafa-7686/,1,0,1,2024-04-17
7688,Yasmin Gamal,F,25,Dakahlia,2024-07-01,Software Testing,0.489,29,60,84.2,1,Udacity,0.0,0.0,5,Unemployed,,Eng. Rania,yasmin.gamal7687@iti.eg,+2001151619354,https://github.com/yasmingamal7687,https://www.linkedin.com/in/yasmin-gamal-7687/,2,0,1,2024-11-18
7689,Lobna Nasser,F,22,Giza,2022-01-01,Web Application Development,0.692,50,72,79.5,2,"Google,Udacity",0.0,0.0,5,Full-time,ITWorx,Dr. Hossam,lobna.nasser7688@iti.eg,+2001537672083,https://github.com/lobnanasser7688,https://www.linkedin.com/in/lobna-nasser-7688/,2,0,1,2022-06-18
7690,Hagar Fouad,F,26,Monufia,2023-12-01,Data Science,0.734,70,96,79.6,0,,12.13,3.03,7,Freelancer,,Dr. Hossam,hagar.fouad7689@iti.eg,+2001073580555,https://github.com/hagarfouad7689,https://www.linkedin.com/in/hagar-fouad-7689/,0,0,1,2024-07-12
7691,Reem Fouad,F,27,Kafr El Sheikh,2022-07-01,Power BI Development,0.667,40,60,80.0,3,"AWS,IBM,Udacity",0.0,0.0,5,Part-time,Valu,Eng. Mona,reem.fouad7690@iti.eg,+2001220881924,https://github.com/reemfouad7690,https://www.linkedin.com/in/reem-fouad-7690/,1,0,1,2022-11-18
7692,Salma Saleh,F,25,Qalyubia,2024-08-01,Web Application Development,0.745,45,60,94.3,1,Google,0.0,0.0,5,Unemployed,,Dr. Amr,salma.saleh7691@iti.eg,+2001264284841,https://github.com/salmasaleh7691,https://www.linkedin.com/in/salma-saleh-7691/,1,0,1,2024-12-19
7693,Ali Mostafa,M,22,Sohag,2025-03-01,AI Engineering,0.535,45,84,88.8,3,"Microsoft,Udemy",0.0,0.0,4,Full-time,DXC,Dr. Heba,ali.mostafa7692@iti.eg,+2001276016665,https://github.com/alimostafa7692,https://www.linkedin.com/in/ali-mostafa-7692/,0,0,0,
7694,Fatma Gamal,F,26,Aswan,2025-09-01,Cloud Engineering,0.501,36,72,89.7,0,,0.0,0.0,3,Further Study,,Eng. Ahmed,fatma.gamal7693@iti.eg,+2001248878160,https://github.com/fatmagamal7693,,2,0,0,
7695,Asmaa Elmasry,F,21,Alexandria,2024-05-01,Web Application Development,0.657,39,60,86.0,1,DataCamp,31.5,6.3,1,Further Study,,Eng. Rania,asmaa.elmasry7694@iti.eg,+2001197306809,https://github.com/asmaaelmasry7694,https://www.linkedin.com/in/asmaa-elmasry-7694/,0,0,1,2024-09-18
7696,Rania Hassan,F,23,Dakahlia,2022-03-01,Web Application Development,0.77,55,72,82.7,0,,0.0,0.0,4,Intern,Instabug,Dr. Heba,rania.hassan7695@iti.eg,+2001212496355,https://github.com/raniahassan7695,,1,0,1,2022-08-16
7697,Mahmoud Nasser,M,22,Suez,2023-12-01,AI Engineering,0.502,36,72,92.1,2,"Google,Microsoft",15.62,2.6,2,Full-time,Valu,Dr. Amr,mahmoud.nasser7696@iti.eg,+2001150896800,https://github.com/mahmoudnasser7696,https://www.linkedin.com/in/mahmoud-nasser-7696/,2,0,0,
7698,Nada Lotfy,F,22,Minya,2022-09-01,Data Engineering,0.4,34,84,73.7,0,,20.65,6.88,7,Further Study,,Eng. Rania,nada.lotfy7697@iti.eg,+2001244311213,https://github.com/nadalotfy7697,https://www.linkedin.com/in/nada-lotfy-7697/,1,0,1,2023-03-16
7699,Yasmin Mostafa,F,19,Kafr El Sheikh,2022-05-01,Web Application Development,0.877,74,84,96.6,4,"Coursera,IBM,Microsoft,Udacity",0.0,0.0,2,Part-time,Vodafone,Eng. Rania,,+2001598415883,https://github.com/yasminmostafa7698,https://www.linkedin.com/in/yasmin-mostafa-7698/,0,0,1,2022-11-13
7700,Youssef Said,M,21,Sharqia,2024-07-01,Power BI Development,0.491,41,84,76.4,0,,10.67,10.67,8,Intern,ITWorx,Eng. Ahmed,youssef.said7699@iti.eg,+2001184234433,https://github.com/youssefsaid7699,https://www.linkedin.com/in/youssef-said-7699/,0,0,0,
7701,Yasmin Sami,F,19,Kafr El Sheikh,2023-03-01,AI Engineering,0.824,79,96,72.7,1,AWS,0.0,0.0,2,Further Study,,Eng. Mona,yasmin.sami7700@iti.eg,+2001200774545,https://github.com/yasminsami7700,https://www.linkedin.com/in/yasmin-sami-7700/,1,0,1,2023-10-11
7702,Reem Yousef,F,22,Beheira,2022-11-01,Power BI Development,0.4,29,72,80.9,2,Udacity,0.0,0.0,3,Full-time,Vodafone,Dr. Hossam,reem.yousef7701@iti.eg,+2001293938096,https://github.com/reemyousef7701,https://www.linkedin.com/in/reem-yousef-7701/,1,0,1,2023-04-18
7703,Salma Shaker,F,21,Aswan,2023-06-01,Web Application Development,0.691,41,60,71.3,0,,0.0,0.0,0,Part-time,Vodafone,Eng. Mona,salma.shaker7702@iti.eg,+2001599281701,https://github.com/salmashaker7702,https://www.linkedin.com/in/salma-shaker-7702/,3,0,1,2023-10-19
7704,Reem Mostafa,F,22,Monufia,2025-07-01,Web Application Development,0.592,35,60,98.7,0,,0.0,0.0,4,Full-time,Sumerge,Eng. Ahmed,reem.mostafa7703@iti.eg,+2001205645492,https://github.com/reemmostafa7703,https://www.linkedin.com/in/reem-mostafa-7703/,0,0,1,2025-11-18
7705,Alaa Gamal,F,22,Beni Suef,2025-09-01,Cybersecurity,0.605,51,84,82.0,1,DataCamp,0.0,0.0,4,Full-time,Raya,Dr. Amr,aya.gamal7704@iti.eg,+2001288850427,https://github.com/ayagamal7704,https://www.linkedin.com/in/aya-gamal-7704/,3,0,1,2026-03-16
7706,Mona Ibrahim,F,24,Ismailia,2022-11-01,Power BI Development,0.826,59,72,97.0,2,Udacity,0.0,0.0,0,Full-time,,Eng. Rania,mona.ibrahim7705@iti.eg,+2001188126151,https://github.com/monaibrahim7705,https://www.linkedin.com/in/mona-ibrahim-7705/,1,0,1,2023-04-18
7707,Osama Sami,M,18,Beheira,2025-02-01,Data Engineering,0.598,36,60,88.7,1,Coursera,0.0,0.0,2,Full-time,Instabug,Eng. Ahmed,osama.sami7706@iti.eg,+2001593501677,https://github.com/osamasami7706,https://www.linkedin.com/in/osama-sami-7706/,2,0,0,
7708,Hany Hassan,M,21,Cairo,2024-06-01,Web Application Development,0.598,57,96,78.7,1,Udemy,0.0,0.0,5,Further Study,,Eng. Ahmed,hany.hassan7707@iti.eg,+2001282305150,https://github.com/hanyhassan7707,https://www.linkedin.com/in/hany-hassan-7707/,3,0,0,
7709,Ali Yousef,M,29,Ismailia,2023-08-01,Power BI Development,0.611,51,84,98.4,1,IBM,10.29,10.29,2,Intern,Etisalat Misr,Dr. Amr,ali.yousef7708@iti.eg,+2001120580311,https://github.com/aliyousef7708,https://www.linkedin.com/in/ali-yousef-7708/,6,0,0,
7710,Mohamed Sami,M,28,Red Sea,2022-11-01,Data Engineering,0.688,58,84,80.4,3,"Coursera,DataCamp",0.0,0.0,0,Unemployed,,Dr. Amr,mohamed.sami7709@iti.eg,+2001197114071,https://github.com/mohamedsami7709,https://www.linkedin.com/in/mohamed-sami-7709/,4,0,1,2023-05-16
7711,Mona Mostafa,F,18,Sohag,2022-08-01,Power BI Development,0.4,29,72,90.8,3,"DataCamp,Microsoft,Udacity",25.1,25.1,1,Full-time,Careem,Eng. Ahmed,mona.mostafa7710@iti.eg,+2001183159080,https://github.com/monamostafa7710,https://www.linkedin.com/in/mona-mostafa-7710/,3,0,0,
7712,Ali Mostafa,M,23,Alexandria,2022-08-01,Cloud Engineering,0.494,41,84,94.7,0,,0.0,0.0,6,Intern,ITWorx,Dr. Heba,ali.mostafa7711@iti.eg,+2001149669978,https://github.com/alimostafa7711,,2,0,0,
7713,Hala Ali,F,18,Monufia,2023-12-01,Cloud Engineering,0.747,54,72,90.9,1,Microsoft,0.0,0.0,6,Intern,SWVL,Eng. Rania,hala.ali7712@iti.eg,+2001008228195,https://github.com/halaali7712,https://www.linkedin.com/in/hala-ali-7712/,0,0,1,2024-05-17
7714,Aya Fathy,F,24,Qena,2023-09-01,Data Analysis,0.46,33,72,73.0,1,,0.0,0.0,3,Full-time,DXC,Eng. Mona,aya.fathy7713@iti.eg,,https://github.com/ayafathy7713,https://www.linkedin.com/in/aya-fathy-7713/,3,0,0,
7715,Fatma Yousef,F,21,Qalyubia,2023-01-01,Data Analysis,0.4,38,96,92.8,1,DataCamp,0.0,0.0,3,Part-time,Raya,Eng. Ahmed,fatma.yousef7714@iti.eg,+2001081523328,https://github.com/fatmayousef7714,https://www.linkedin.com/in/fatma-yousef-7714/,3,0,0,
7716,Mona Gamal,F,23,Beheira,2023-05-01,Web Application Development,0.656,63,96,77.0,3,"Microsoft,Udacity",0.0,0.0,3,Full-time,Orange,Eng. Rania,mona.gamal7715@iti.eg,+2001541597006,https://github.com/monagamal7715,https://www.linkedin.com/in/mona-gamal-7715/,2,0,1,2023-12-11
7717,Shaimaa Ali,F,21,Dakahlia,2025-04-01,Data Science,0.569,34,60,100.0,1,DataCamp,0.0,0.0,7,Full-time,Raya,Dr. Heba,shaimaa.ali7716@iti.eg,+2001028269771,https://github.com/shaimaaali7716,https://www.linkedin.com/in/shaimaa-ali-7716/,3,0,0,
7718,Mohamed Ibrahim,M,28,Assiut,2022-03-01,Data Science,0.41,30,72,78.0,1,Microsoft,0.0,0.0,2,Intern,Instabug,Eng. Rania,mohamed.ibrahim7717@iti.eg,+2001520421039,https://github.com/mohamedibrahim7717,https://www.linkedin.com/in/mohamed-ibrahim-7717/,4,0,0,
7719,Doaa Hegazy,F,25,Kafr El Sheikh,2025-03-01,Software Testing,0.752,45,60,93.0,3,"DataCamp,IBM,Udacity",0.0,0.0,1,Full-time,,Eng. Ahmed,doaa.hegazy7718@iti.eg,+2001193542341,,https://www.linkedin.com/in/doaa-hegazy-7718/,0,0,1,2025-07-19
7720,Amr Lotfy,M,28,Beni Suef,2025-06-01,AI Engineering,0.634,53,84,83.4,0,,0.0,0.0,1,Full-time,Instabug,Dr. Karim,amr.lotfy7719@iti.eg,+2001173147191,https://github.com/amrlotfy7719,https://www.linkedin.com/in/amr-lotfy-7719/,1,0,0,
7721,Hany Yousef,M,22,Assiut,2024-04-01,Data Science,0.751,72,96,88.3,3,"IBM,Microsoft,Udemy",0.0,0.0,4,Full-time,,Eng. Ahmed,hany.yousef7720@iti.eg,+2001133639203,https://github.com/hanyyousef7720,https://www.linkedin.com/in/hany-yousef-7720/,1,0,1,2024-11-11
7722,Ahmed Saleh,M,29,Red Sea,2025-06-01,Data Science,0.685,58,84,74.7,1,Coursera,0.0,0.0,2,Full-time,Sumerge,Eng. Mona,ahmed.saleh7721@iti.eg,+2001209741770,https://github.com/ahmedsaleh7721,https://www.linkedin.com/in/ahmed-saleh-7721/,3,0,1,2025-12-14
7723,Lobna Farag,F,21,Monufia,2022-11-01,Data Analysis,0.598,57,96,90.9,1,IBM,0.0,0.0,6,Unemployed,,Dr. Heba,lobna.farag7722@iti.eg,+2001161863336,https://github.com/lobnafarag7722,https://www.linkedin.com/in/lobna-farag-7722/,0,0,1,2023-06-13
7724,Doaa Shaker,F,26,Beni Suef,2025-06-01,Data Analysis,0.4,24,60,86.0,0,,0.0,0.0,3,Intern,,Dr. Heba,doaa.shaker7723@iti.eg,+2001586255336,https://github.com/doaashaker7723,https://www.linkedin.com/in/doaa-shaker-7723/,4,0,0,
7725,Ahmed Attia,M,18,Gharbia,2024-12-01,Software Testing,0.709,51,72,92.5,3,,0.0,0.0,1,Full-time,Instabug,Dr. Hossam,ahmed.attia7724@iti.eg,+2001559886755,https://github.com/ahmedattia7724,https://www.linkedin.com/in/ahmed-attia-7724/,4,0,1,2025-05-18
7726,Omar Saleh,M,21,Assiut,2023-01-01,Data Science,0.693,42,60,71.5,1,Udemy,0.0,0.0,9,Unemployed,,Dr. Hossam,omar.saleh7725@iti.eg,+2001278732235,https://github.com/omarsaleh7725,https://www.linkedin.com/in/omar-saleh-7725/,2,0,1,2023-05-21
7727,Ibrahim Fathy,M,24,Qalyubia,2022-12-01,Web Application Development,0.409,25,60,87.2,1,Udacity,5.69,1.14,3,Freelancer,,Eng. Mona,ibrahim.fathy7726@iti.eg,+2001583772567,https://github.com/ibrahimfathy7726,https://www.linkedin.com/in/ibrahim-fathy-7726/,1,0,0,
7728,Nour Attia,F,24,Sharqia,2024-09-01,Web Application Development,0.474,40,84,92.7,1,,0.0,0.0,5,Part-time,Sumerge,Eng. Mona,nour.attia7727@iti.eg,+2001207561204,https://github.com/nourattia7727,https://www.linkedin.com/in/nour-attia-7727/,1,0,1,2025-03-16
7729,Mona Elmasry,F,24,Minya,2024-01-01,Web Application Development,0.513,43,84,79.8,1,AWS,0.0,0.0,2,Full-time,Etisalat Misr,Dr. Hossam,mona.elmasry7728@iti.eg,+2001037769640,,https://www.linkedin.com/in/mona-elmasry-7728/,0,0,0,
7730,Lobna Elsayed,F,20,Dakahlia,2022-11-01,Data Engineering,0.552,40,72,87.9,3,"DataCamp,Udacity",0.0,0.0,5,Part-time,ITWorx,Eng. Mona,lobna.elsayed7729@iti.eg,+2001134009915,https://github.com/lobnaelsayed7729,https://www.linkedin.com/in/lobna-elsayed-7729/,2,0,1,2023-04-18
7731,Nour Saleh,F,24,Sohag,2022-11-01,AI Engineering,0.4,24,60,75.2,0,,8.12,2.03,4,Freelancer,,Dr. Heba,nour.saleh7730@iti.eg,+2001156499710,https://github.com/noursaleh7730,https://www.linkedin.com/in/nour-saleh-7730/,4,0,0,
7732,Reem Kamal,F,24,Cairo,2024-02-01,Data Science,0.706,59,84,96.8,2,"IBM,Udacity",12.64,2.11,1,Full-time,Valu,Eng. Rania,reem.kamal7731@iti.eg,+2001229116679,https://github.com/reemkamal7731,,1,0,1,2024-08-15
7733,Aya Gamal,F,22,Qalyubia,2022-12-01,Software Testing,0.782,47,60,97.5,2,"AWS,Udacity",0.0,0.0,2,Intern,Fawry,Eng. Rania,aya.gamal7732@iti.eg,+2001210115448,https://github.com/ayagamal7732,https://www.linkedin.com/in/aya-gamal-7732/,0,0,1,2023-04-20
7734,Hussein Hassan,M,24,Beheira,2024-07-01,Data Engineering,0.4,24,60,72.6,1,Google,0.0,0.0,4,Full-time,,Eng. Ahmed,hussein.hassan7733@iti.eg,+2001039853779,https://github.com/husseinhassan7733,https://www.linkedin.com/in/hussein-hassan-7733/,2,0,1,2024-11-18
7735,Nour Ali,F,25,Dakahlia,2024-06-01,Data Science,0.713,43,60,77.5,4,"DataCamp,Udacity,Udemy",3.43,0.86,7,Intern,Valeo,Dr. Amr,nour.ali7734@iti.eg,+2001279805292,https://github.com/nourali7734,https://www.linkedin.com/in/nour-ali-7734/,2,0,1,2024-10-19
7736,Dina Hegazy,F,23,Sohag,2022-11-01,Software Testing,0.614,44,72,66.5,1,Udemy,0.0,0.0,6,Full-time,SWVL,Eng. Mona,dina.hegazy7735@iti.eg,+2001538722117,https://github.com/dinahegazy7735,https://www.linkedin.com/in/dina-hegazy-7735/,1,0,0,
7737,Rania Nasser,F,27,Giza,2025-08-01,Data Engineering,0.465,33,72,98.7,1,Udacity,0.0,0.0,2,Full-time,Instabug,Dr. Heba,rania.nasser7736@iti.eg,+2001546059095,https://github.com/ranianasser7736,https://www.linkedin.com/in/rania-nasser-7736/,1,0,0,
7738,Nour Farag,F,25,Dakahlia,2024-09-01,Software Testing,0.4,24,60,82.0,0,,0.0,0.0,4,Unemployed,,Dr. Amr,nour.farag7737@iti.eg,+2001180895756,https://github.com/nourfarag7737,https://www.linkedin.com/in/nour-farag-7737/,3,0,0,
